epoch,loss,loss1,loss2,loss3,out1_acc,out2_acc,out3_acc,val_loss,val_loss1,val_loss2,val_loss3,val_out1_acc,val_out2_acc,val_out3_acc
11,0.13013455271720886,0.0002908707538153976,0.08270271122455597,0.047140926122665405,0.9999374747276306,0.9810937643051147,0.9999062418937683,0.6942120790481567,0.23321741819381714,0.2896847128868103,0.17131006717681885,0.953125,0.9129098653793335,0.9620901346206665
12,0.1296675056219101,0.00039846738218329847,0.08205358684062958,0.04721542447805405,0.999875009059906,0.9820625185966492,1.0,0.6937663555145264,0.23321741819381714,0.2892850637435913,0.17126384377479553,0.953125,0.9131659865379333,0.9620901346206665
13,0.1299285888671875,0.00030857708770781755,0.08282636851072311,0.04679357260465622,0.9999062418937683,0.9817187786102295,0.9999062418937683,0.6918014883995056,0.23321741819381714,0.2876245975494385,0.17095929384231567,0.953125,0.9154713153839111,0.9623463153839111
14,0.12796004116535187,0.0005332342116162181,0.08077529817819595,0.04665141552686691,0.9998437762260437,0.9825937747955322,0.9999062418937683,0.6914193034172058,0.23321741819381714,0.2872602343559265,0.170941561460495,0.953125,0.9144467115402222,0.9628586173057556
15,0.12455251812934875,0.0003152024291921407,0.07861749082803726,0.045619722455739975,0.9999062418937683,0.9833124876022339,0.9999687671661377,0.6906282305717468,0.23321741819381714,0.28673428297042847,0.17067644000053406,0.953125,0.9141905903816223,0.9628586173057556
16,0.12209345400333405,0.00034360229619778693,0.07597166299819946,0.04577815532684326,0.9999062418937683,0.9843437671661377,0.9999687671661377,0.6904159784317017,0.23321741819381714,0.2865348756313324,0.1706639528274536,0.953125,0.9159836173057556,0.962602436542511
17,0.12587349116802216,0.0005799829959869385,0.07934466004371643,0.045948781073093414,0.9998124837875366,0.9831562638282776,0.999875009059906,0.6883538961410522,0.23321741819381714,0.2847639322280884,0.17037275433540344,0.953125,0.9152151346206665,0.9623463153839111
18,0.12100278586149216,0.0004690248752012849,0.07587259262800217,0.04466116055846214,0.9997812509536743,0.9853437542915344,0.9999374747276306,0.687785267829895,0.23321741819381714,0.28443312644958496,0.17013481259346008,0.953125,0.9154713153839111,0.9618340134620667
19,0.12168119102716446,0.0003485316119622439,0.07589923590421677,0.045433346182107925,0.9999062418937683,0.9841562509536743,0.9999062418937683,0.6879591941833496,0.23321741819381714,0.2845771312713623,0.17016452550888062,0.953125,0.9154713153839111,0.9620901346206665
20,0.11814460903406143,0.0003689369186758995,0.07360135018825531,0.04417429864406586,0.9999062418937683,0.9856562614440918,0.9999687671661377,0.6874020099639893,0.23321741819381714,0.28419458866119385,0.1699897199869156,0.953125,0.9159836173057556,0.9620901346206665
21,0.11621177941560745,0.00034337048418819904,0.07214443385601044,0.04372400417923927,0.999875009059906,0.9855625033378601,0.9999687671661377,0.6870500445365906,0.23321741819381714,0.28378215432167053,0.17005044221878052,0.953125,0.9164959192276001,0.9620901346206665
22,0.11952139437198639,0.0003307253064122051,0.07463102787733078,0.04455968365073204,0.9999374747276306,0.9858124852180481,0.9999374747276306,0.6853187084197998,0.23321741819381714,0.28257882595062256,0.16952241957187653,0.953125,0.9147028923034668,0.9618340134620667
23,0.1214342787861824,0.0005297847674228251,0.07572106271982193,0.04518355429172516,0.9998124837875366,0.9845625162124634,0.999875009059906,0.68442702293396,0.23321741819381714,0.28180965781211853,0.1693999171257019,0.953125,0.915727436542511,0.9623463153839111
24,0.11645062267780304,0.00032757362350821495,0.07208555936813354,0.044037509709596634,0.999875009059906,0.9865937232971191,1.0,0.685407817363739,0.23321741819381714,0.28241539001464844,0.16977500915527344,0.953125,0.9159836173057556,0.9620901346206665
25,0.11630376428365707,0.0004863203503191471,0.07242116332054138,0.043396275490522385,0.9998437762260437,0.9860937595367432,0.9999374747276306,0.6838071346282959,0.23321741819381714,0.28133249282836914,0.16925708949565887,0.953125,0.9162397384643555,0.9623463153839111
26,0.11590511351823807,0.00044513557804748416,0.07175936549901962,0.04370050132274628,0.999875009059906,0.9861875176429749,0.9999374747276306,0.6845325231552124,0.23321741819381714,0.28194886445999146,0.16936640441417694,0.953125,0.9167520403862,0.9620901346206665
27,0.11372465640306473,0.00043892706162296236,0.07028962671756744,0.04299614951014519,0.999875009059906,0.9862187504768372,0.9999062418937683,0.6834608316421509,0.23321741819381714,0.28099197149276733,0.16925135254859924,0.953125,0.915727436542511,0.9620901346206665
28,0.11219640076160431,0.0002391519956290722,0.06926655024290085,0.04269057884812355,0.9999687671661377,0.9871562719345093,0.9999687671661377,0.6834954619407654,0.23321741819381714,0.2809704840183258,0.16930750012397766,0.953125,0.915727436542511,0.9623463153839111
29,0.11275430023670197,0.00048716558376327157,0.06932047009468079,0.04294665530323982,0.9998124837875366,0.9869062304496765,0.9999374747276306,0.6831201314926147,0.23321741819381714,0.28082314133644104,0.16907969117164612,0.953125,0.9164959192276001,0.9620901346206665
30,0.1107480451464653,0.0002731818822212517,0.06761952489614487,0.04285532236099243,0.9999374747276306,0.9871875047683716,0.9999374747276306,0.6832287907600403,0.23321741819381714,0.28086918592453003,0.16914212703704834,0.953125,0.915727436542511,0.9620901346206665
31,0.1132449135184288,0.0005582364392466843,0.07021203637123108,0.04247457906603813,0.9997187256813049,0.9866250157356262,0.9999062418937683,0.6828908920288086,0.23321741819381714,0.2804977595806122,0.16917575895786285,0.953125,0.9170082211494446,0.9623463153839111
32,0.10993798077106476,0.0004222947754897177,0.06728009134531021,0.042235661298036575,0.9999374747276306,0.9877812266349792,0.9999062418937683,0.6801962852478027,0.23321741819381714,0.27872127294540405,0.16825757920742035,0.953125,0.9159836173057556,0.9618340134620667
33,0.10785916447639465,0.0002691361587494612,0.06611603498458862,0.041473980993032455,0.9999374747276306,0.9886875152587891,0.9999687671661377,0.6804925203323364,0.23321741819381714,0.27876153588294983,0.1685137003660202,0.953125,0.9164959192276001,0.9623463153839111
34,0.1099800392985344,0.0005923793651163578,0.06706048548221588,0.042327214032411575,0.999750018119812,0.987906277179718,1.0,0.6812156438827515,0.23321741819381714,0.27930763363838196,0.168690487742424,0.953125,0.9162397384643555,0.9620901346206665
35,0.10899404436349869,0.0003249359433539212,0.06697350740432739,0.04169566184282303,0.9999374747276306,0.9878125190734863,0.9999374747276306,0.6804251074790955,0.23321741819381714,0.2787330448627472,0.16847458481788635,0.953125,0.9172643423080444,0.9623463153839111
36,0.11131670325994492,0.00039563613245263696,0.06839079409837723,0.04253033176064491,0.9998437762260437,0.9875312447547913,0.9999374747276306,0.6811509132385254,0.23321741819381714,0.27933937311172485,0.16859406232833862,0.953125,0.9154713153839111,0.9623463153839111
37,0.10666552186012268,0.0003879946598317474,0.06515803188085556,0.041119471192359924,0.9999062418937683,0.989062488079071,0.9999687671661377,0.6796556711196899,0.23321741819381714,0.27827218174934387,0.16816601157188416,0.953125,0.9172643423080444,0.9620901346206665
38,0.10504774749279022,0.0004340752784628421,0.06357390433549881,0.04103982821106911,0.999875009059906,0.9890312552452087,0.9999687671661377,0.680549144744873,0.23321741819381714,0.27873626351356506,0.16859537363052368,0.953125,0.9159836173057556,0.9618340134620667
39,0.10559826344251633,0.0003947360091842711,0.06413942575454712,0.04106418043375015,0.999875009059906,0.9885937571525574,0.9999374747276306,0.6778692007064819,0.23321741819381714,0.2767319679260254,0.16791976988315582,0.953125,0.9152151346206665,0.9620901346206665
40,0.10595271736383438,0.0003149713738821447,0.06467020511627197,0.04096744954586029,0.9999062418937683,0.9885625243186951,0.9999687671661377,0.678347110748291,0.23321741819381714,0.277330607175827,0.16779907047748566,0.953125,0.9164959192276001,0.9623463153839111
41,0.10654409974813461,0.00032247029594145715,0.06505833566188812,0.04116330295801163,0.9999062418937683,0.988531231880188,0.9999687671661377,0.678031861782074,0.23321741819381714,0.27700451016426086,0.16780994832515717,0.953125,0.9159836173057556,0.9618340134620667
42,0.10470002889633179,0.00029474019538611174,0.06370881199836731,0.040696434676647186,0.9999374747276306,0.9896875023841858,0.999875009059906,0.6776360869407654,0.23321741819381714,0.2766997814178467,0.1677188128232956,0.953125,0.9177766442298889,0.9623463153839111
43,0.1023678258061409,0.0005985521129332483,0.06142415106296539,0.04034503549337387,0.999750018119812,0.9902499914169312,0.9999687671661377,0.6783186197280884,0.23321741819381714,0.2772582173347473,0.16784287989139557,0.953125,0.9159836173057556,0.9618340134620667
44,0.10216178745031357,0.0004322890017647296,0.06221115216612816,0.039518289268016815,0.999875009059906,0.9896249771118164,0.9999374747276306,0.6773857474327087,0.23321741819381714,0.2765088975429535,0.16765953600406647,0.953125,0.9164959192276001,0.9618340134620667
45,0.10476040840148926,0.0002910505572799593,0.06361450254917145,0.040854908525943756,0.9999374747276306,0.9887187480926514,1.0,0.678000271320343,0.23321741819381714,0.2769189774990082,0.16786403954029083,0.953125,0.9167520403862,0.9620901346206665
46,0.1036333218216896,0.0004953867173753679,0.06279122829437256,0.040346696972846985,0.9998124837875366,0.988937497138977,0.9999374747276306,0.6782867908477783,0.23321741819381714,0.2771381735801697,0.16793105006217957,0.953125,0.9167520403862,0.9623463153839111
47,0.10028687119483948,0.00031581224175170064,0.060408852994441986,0.039562251418828964,0.9999062418937683,0.9904999732971191,0.9999062418937683,0.6782469153404236,0.23321741819381714,0.27707231044769287,0.16795724630355835,0.953125,0.9167520403862,0.9620901346206665
48,0.10183205455541611,0.000524320057593286,0.061644297093153,0.03966337442398071,0.9998437762260437,0.9894062280654907,0.9999687671661377,0.6759350895881653,0.23321741819381714,0.2752974033355713,0.16742011904716492,0.953125,0.9164959192276001,0.9618340134620667
49,0.09656968712806702,0.000314140081172809,0.057730697095394135,0.03852476924657822,0.9999374747276306,0.9903437495231628,0.9999687671661377,0.6759790182113647,0.23321741819381714,0.27546435594558716,0.16729722917079926,0.953125,0.9162397384643555,0.9620901346206665
50,0.10222212970256805,0.00039863845449872315,0.06164470687508583,0.04017879441380501,0.999875009059906,0.9894999861717224,0.9999374747276306,0.6760234236717224,0.23321741819381714,0.27558252215385437,0.1672234982252121,0.953125,0.9167520403862,0.9623463153839111
51,0.09941897541284561,0.00046476974966935813,0.059602998197078705,0.0393512099981308,0.999875009059906,0.9901250004768372,0.9999374747276306,0.6773000359535217,0.23321741819381714,0.2765090763568878,0.16757360100746155,0.953125,0.9167520403862,0.9620901346206665
52,0.09865587204694748,0.0003248249413445592,0.05983734130859375,0.0384935662150383,0.999875009059906,0.9903437495231628,1.0,0.6760096549987793,0.23321741819381714,0.27560943365097046,0.16718260943889618,0.953125,0.9159836173057556,0.9623463153839111
53,0.09843719750642776,0.0005231245886534452,0.058802902698516846,0.03911115974187851,0.9998437762260437,0.9910937547683716,0.9999687671661377,0.6750146150588989,0.23321741819381714,0.27484074234962463,0.16695640981197357,0.953125,0.915727436542511,0.9620901346206665
